,time,base,script1,script_price1,script2,script_price2,script3,script_price3,initial base quantity,final base quantity,profit,arbitrage type
248,2023-12-17 20:09:47.944134,USDT,TUSDUSDT,0.99810000,BCHTUSD,226.60000000,BCHUSDT,227.20000000,200.0,200.851,1.7019999999999984,BUY_BUY_SELL
236,2023-12-17 20:09:47.943988,USDT,TUSDUSDT,0.99810000,BTTTUSD,0.00277000,BTTUSDT,0.00277700,200.0,200.827,1.6539999999999964,BUY_BUY_SELL
182,2023-12-17 20:09:47.942958,USDT,BNBUSDT,240.90000000,FLOWBNB,0.00317000,FLOWUSDT,0.76700000,200.0,200.817,1.6340000000000146,BUY_BUY_SELL
749,2023-12-17 20:09:47.950652,USDT,GBPUSDT,1.23700000,ETHGBP,1779.65000000,ETHUSDT,2211.04000000,200.0,200.813,1.6259999999999764,BUY_BUY_SELL
266,2023-12-17 20:09:47.944392,USDT,TUSDUSDT,0.99810000,CYBERTUSD,6.19100000,CYBERUSDT,6.20600000,200.0,200.806,1.6120000000000232,BUY_BUY_SELL
216,2023-12-17 20:09:47.943675,USDT,BNBUSDT,240.90000000,EDUBNB,0.00282500,EDUUSDT,0.68342000,200.0,200.786,1.5720000000000025,BUY_BUY_SELL
129,2023-12-17 20:09:47.942204,USDT,BNBUSDT,240.90000000,SXPBNB,0.00158000,SXPUSDT,0.38220000,200.0,200.769,1.538000000000011,BUY_BUY_SELL
318,2023-12-17 20:09:47.945080,USDT,USDSUSDT,0.99680000,USDSUSDC,1.00000000,USDCUSDT,1.00090000,200.0,200.763,1.5260000000000105,BUY_SELL_SELL
822,2023-12-17 20:09:47.951824,USDT,FDUSDUSDT,0.99810000,ORDIFDUSD,48.29700000,ORDIUSDT,48.40100000,200.0,200.752,1.504000000000019,BUY_BUY_SELL
440,2023-12-17 20:09:47.946563,USDT,BZRXUSDT,0.21560000,BZRXBUSD,0.21640000,BUSDUSDT,1.00030000,200.0,200.742,1.4839999999999804,BUY_SELL_SELL
262,2023-12-17 20:09:47.944332,USDT,TUSDUSDT,0.99810000,XVGTUSD,0.00349700,XVGUSDT,0.00350400,200.0,200.722,1.4440000000000168,BUY_BUY_SELL
215,2023-12-17 20:09:47.943662,USDT,BNBUSDT,240.90000000,IDBNB,0.00119470,IDUSDT,0.28888000,200.0,200.688,1.3759999999999764,BUY_BUY_SELL
364,2023-12-17 20:09:47.945647,USDT,ETHBEARUSDT,12.20000000,ETHBEARBUSD,12.24000000,BUSDUSDT,1.00030000,200.0,200.656,1.3120000000000118,BUY_SELL_SELL
138,2023-12-17 20:09:47.942339,USDT,ANTUSDT,5.60500000,ANTBNB,0.02335000,BNBUSDT,240.90000000,200.0,200.654,1.3079999999999927,BUY_SELL_SELL
754,2023-12-17 20:09:47.950712,USDT,GBPUSDT,1.23700000,DOGEGBP,0.07536000,DOGEUSDT,0.09355000,200.0,200.647,1.2939999999999827,BUY_BUY_SELL
536,2023-12-17 20:09:47.947847,USDT,NUUSDT,0.54360000,NUBUSD,0.54530000,BUSDUSDT,1.00030000,200.0,200.626,1.2520000000000095,BUY_SELL_SELL
206,2023-12-17 20:09:47.943461,USDT,BNBUSDT,240.90000000,WOOBNB,0.00153200,WOOUSDT,0.37030000,200.0,200.613,1.225999999999999,BUY_BUY_SELL
170,2023-12-17 20:09:47.942781,USDT,BNBUSDT,240.90000000,POLSBNB,0.00371800,POLSUSDT,0.89860000,200.0,200.595,1.1899999999999977,BUY_BUY_SELL
35,2023-12-17 20:09:47.940104,USDT,ETHUSDT,2211.04000000,ZENETH,0.00440900,ZENUSDT,9.78000000,200.0,200.587,1.1739999999999782,BUY_BUY_SELL
40,2023-12-17 20:09:47.940387,USDT,ETHUSDT,2211.04000000,DEXEETH,0.00175200,DEXEUSDT,3.88600000,200.0,200.573,1.146000000000015,BUY_BUY_SELL
825,2023-12-17 20:09:47.951860,USDT,FDUSDUSDT,0.99810000,RUNEFDUSD,5.58300000,RUNEUSDT,5.59000000,200.0,200.572,1.1440000000000055,BUY_BUY_SELL
828,2023-12-17 20:09:47.951913,USDT,SUPERUSDT,0.56880000,SUPERFDUSD,0.57160000,FDUSDUSDT,0.99810000,200.0,200.543,1.0860000000000127,BUY_SELL_SELL
344,2023-12-17 20:09:47.945397,USDT,USDSUSDT,0.99680000,USDSBUSDS,0.99990000,USDSBUSDT,0.99970000,200.0,200.542,1.0840000000000032,BUY_BUY_SELL
290,2023-12-17 20:09:47.944705,USDT,USDSUSDT,0.99680000,USDSPAX,1.00020000,PAXUSDT,0.99960000,200.0,200.542,1.0840000000000032,BUY_SELL_SELL
204,2023-12-17 20:09:47.943429,USDT,LOKAUSDT,0.29170000,LOKABNB,0.00121450,BNBUSDT,240.90000000,200.0,200.539,1.0779999999999745,BUY_SELL_SELL
62,2023-12-17 20:09:47.941102,USDT,INJUSDT,29.94400000,INJETH,0.01358200,ETHUSDT,2211.04000000,200.0,200.517,1.0339999999999918,BUY_SELL_SELL
733,2023-12-17 20:09:47.950377,USDT,ATOMUSDT,11.25300000,ATOMEUR,10.32700000,EURUSDT,1.09280000,200.0,200.515,1.0299999999999727,BUY_SELL_SELL
764,2023-12-17 20:09:47.950831,USDT,GBPUSDT,1.23700000,SOLGBP,58.04000000,SOLUSDT,72.00000000,200.0,200.51,1.0199999999999818,BUY_BUY_SELL
747,2023-12-17 20:09:47.950562,USDT,EURUSDT,1.09280000,SUIEUR,0.55580000,SUIUSDT,0.60910000,200.0,200.507,1.01400000000001,BUY_BUY_SELL
829,2023-12-17 20:09:47.951920,USDT,FDUSDUSDT,0.99810000,USTCFDUSD,0.03591055,USTCUSDT,0.03594322,200.0,200.503,1.0059999999999718,BUY_BUY_SELL
230,2023-12-17 20:09:47.943902,USDT,TUSDUSDT,0.99810000,USDCTUSD,1.00000000,USDCUSDT,1.00090000,200.0,200.501,1.0020000000000095,BUY_BUY_SELL
835,2023-12-17 20:09:47.952015,USDT,BTCUSDT,41671.94000000,BTCAEUR,38259.52000000,AEURUSDT,1.09220000,200.0,200.492,0.9839999999999803,BUY_SELL_SELL
622,2023-12-17 20:09:47.948912,USDT,COCOSUSDT,1.75460000,COCOSBUSD,1.75890000,BUSDUSDT,1.00030000,200.0,200.49,0.9800000000000182,BUY_SELL_SELL
623,2023-12-17 20:09:47.948924,USDT,ANYUSDT,12.30000000,ANYBUSD,12.33000000,BUSDUSDT,1.00030000,200.0,200.488,0.9759999999999991,BUY_SELL_SELL
368,2023-12-17 20:09:47.945689,USDT,BUSDUSDT,1.00030000,ATOMBUSD,11.21900000,ATOMUSDT,11.25300000,200.0,200.486,0.97199999999998,BUY_BUY_SELL
234,2023-12-17 20:09:47.943958,USDT,BCHSVUSDT,58.90000000,BCHSVTUSD,59.17000000,TUSDUSDT,0.99810000,200.0,200.475,0.9499999999999887,BUY_SELL_SELL
834,2023-12-17 20:09:47.951998,USDT,INJUSDT,29.94400000,INJFDUSD,30.08100000,FDUSDUSDT,0.99810000,200.0,200.47299999999998,0.9459999999999696,BUY_SELL_SELL
685,2023-12-17 20:09:47.949692,USDT,BUSDUSDT,1.00030000,BETHBUSD,1551.73000000,BETHUSDT,1556.27000000,200.0,200.465,0.9300000000000068,BUY_BUY_SELL
742,2023-12-17 20:09:47.950491,USDT,EURUSDT,1.09280000,DAREUR,0.12865000,DARUSDT,0.14095000,200.0,200.454,0.9080000000000154,BUY_BUY_SELL
382,2023-12-17 20:09:47.945860,USDT,STRATUSDT,0.49040000,STRATBUSD,0.49150000,BUSDUSDT,1.00030000,200.0,200.44899999999998,0.8979999999999677,BUY_SELL_SELL
690,2023-12-17 20:09:47.949754,USDT,BUSDUSDT,1.00030000,NEBLBUSD,0.35400000,NEBLUSDT,0.35500000,200.0,200.445,0.8899999999999862,BUY_BUY_SELL
25,2023-12-17 20:09:47.939610,USDT,ETHUSDT,2211.04000000,ETCETH,0.00905000,ETCUSDT,20.06000000,200.0,200.441,0.882000000000005,BUY_BUY_SELL
823,2023-12-17 20:09:47.951841,USDT,RNDRUSDT,4.21200000,RNDRFDUSD,4.23000000,FDUSDUSDT,0.99810000,200.0,200.413,0.8260000000000218,BUY_SELL_SELL
830,2023-12-17 20:09:47.951933,USDT,FDUSDUSDT,0.99810000,AUCTIONFDUSD,25.20000000,AUCTIONUSDT,25.21000000,200.0,200.4,0.8000000000000113,BUY_BUY_SELL
759,2023-12-17 20:09:47.950776,USDT,LTCUSDT,72.25000000,LTCGBP,58.54000000,GBPUSDT,1.23700000,200.0,200.394,0.7880000000000109,BUY_SELL_SELL
272,2023-12-17 20:09:47.944466,USDT,TUSDUSDT,0.99810000,ORDITUSD,48.38500000,ORDIUSDT,48.40100000,200.0,200.387,0.7740000000000009,BUY_BUY_SELL
416,2023-12-17 20:09:47.946279,USDT,LENDUSDT,0.51431000,LENDBUSD,0.51530000,BUSDUSDT,1.00030000,200.0,200.385,0.7699999999999818,BUY_SELL_SELL
26,2023-12-17 20:09:47.939655,USDT,DASHUSDT,32.32000000,DASHETH,0.01465000,ETHUSDT,2211.04000000,200.0,200.384,0.7679999999999723,BUY_SELL_SELL
706,2023-12-17 20:09:47.949949,USDT,FDUSDUSDT,0.99810000,FDUSDBUSD,1.00000000,BUSDUSDT,1.00030000,200.0,200.381,0.7620000000000005,BUY_SELL_SELL
394,2023-12-17 20:09:47.945999,USDT,BUSDUSDT,1.00030000,ERDBUSD,0.01966100,ERDUSDT,0.01971000,200.0,200.378,0.7559999999999718,BUY_BUY_SELL
717,2023-12-17 20:09:47.950122,USDT,DOGEUSDT,0.09355000,DOGEEUR,0.08579000,EURUSDT,1.09280000,200.0,200.37,0.7400000000000091,BUY_SELL_SELL
171,2023-12-17 20:09:47.942799,USDT,BNBUSDT,240.90000000,MASKBNB,0.01420000,MASKUSDT,3.42800000,200.0,200.362,0.7239999999999895,BUY_BUY_SELL
263,2023-12-17 20:09:47.944344,USDT,TUSDUSDT,0.99810000,ARKMTUSD,0.53080000,ARKMUSDT,0.53090000,200.0,200.358,0.7160000000000082,BUY_BUY_SELL
762,2023-12-17 20:09:47.950808,USDT,GBPUSDT,1.23700000,MATICGBP,0.66790000,MATICUSDT,0.82790000,200.0,200.353,0.7060000000000173,BUY_BUY_SELL
229,2023-12-17 20:09:47.943890,USDT,TUSDUSDT,0.99810000,PAXTUSD,0.99950000,PAXUSDT,0.99960000,200.0,200.341,0.6820000000000164,BUY_BUY_SELL
10,2023-12-17 20:09:47.937685,USDT,BTCUSDT,41671.94000000,TRBBTC,0.00259320,TRBUSDT,108.28000000,200.0,200.34,0.6800000000000068,BUY_BUY_SELL
816,2023-12-17 20:09:47.951754,USDT,NEARUSDT,2.31300000,NEARFDUSD,2.32200000,FDUSDUSDT,0.99810000,200.0,200.337,0.6739999999999782,BUY_SELL_SELL
350,2023-12-17 20:09:47.945477,USDT,LTCUSDT,72.25000000,LTCBUSD,72.37000000,BUSDUSDT,1.00030000,200.0,200.332,0.6639999999999873,BUY_SELL_SELL
826,2023-12-17 20:09:47.951888,USDT,WLDUSDT,4.17000000,WLDFDUSD,4.18600000,FDUSDUSDT,0.99810000,200.0,200.326,0.6519999999999868,BUY_SELL_SELL
376,2023-12-17 20:09:47.945785,USDT,BUSDUSDT,1.00030000,XRPBEARBUSD,547.33000000,XRPBEARUSDT,548.55000000,200.0,200.326,0.6519999999999868,BUY_BUY_SELL
403,2023-12-17 20:09:47.946111,USDT,GBPUSDT,1.23700000,GBPBUSD,1.23900000,BUSDUSDT,1.00030000,200.0,200.323,0.646000000000015,BUY_SELL_SELL
804,2023-12-17 20:09:47.951552,USDT,FDUSDUSDT,0.99810000,CYBERFDUSD,6.20600000,CYBERUSDT,6.20600000,200.0,200.321,0.6419999999999959,BUY_BUY_SELL
314,2023-12-17 20:09:47.945033,USDT,BCHABCUSDT,220.08000000,BCHABCUSDC,220.30000000,USDCUSDT,1.00090000,200.0,200.32,0.6399999999999864,BUY_SELL_SELL
164,2023-12-17 20:09:47.942703,USDT,BNBUSDT,240.90000000,AXSBNB,0.02921000,AXSUSDT,7.05000000,200.0,200.31799999999998,0.6359999999999673,BUY_BUY_SELL
832,2023-12-17 20:09:47.951962,USDT,JTOUSDT,2.76950000,JTOFDUSD,2.78000000,FDUSDUSDT,0.99810000,200.0,200.317,0.6340000000000146,BUY_SELL_SELL
49,2023-12-17 20:09:47.940672,USDT,NEARUSDT,2.31300000,NEARETH,0.00104800,ETHUSDT,2211.04000000,200.0,200.301,0.6019999999999754,BUY_SELL_SELL
520,2023-12-17 20:09:47.947511,USDT,BUSDUSDT,1.00030000,AUTOBUSD,95.10000000,AUTOUSDT,95.30000000,200.0,200.301,0.6019999999999754,BUY_BUY_SELL
815,2023-12-17 20:09:47.951733,USDT,FTMUSDT,0.40440000,FTMFDUSD,0.40590000,FDUSDUSDT,0.99810000,200.0,200.3,0.6000000000000227,BUY_SELL_SELL
580,2023-12-17 20:09:47.948383,USDT,POLYUSDT,0.26960000,POLYBUSD,0.27000000,BUSDUSDT,1.00030000,200.0,200.297,0.5939999999999941,BUY_SELL_SELL
218,2023-12-17 20:09:47.943699,USDT,BNBUSDT,240.90000000,COMBOBNB,0.00343100,COMBOUSDT,0.82800000,200.0,200.296,0.5919999999999845,BUY_BUY_SELL
19,2023-12-17 20:09:47.939389,USDT,QTUMUSDT,3.14300000,QTUMETH,0.00142400,ETHUSDT,2211.04000000,200.0,200.291,0.5819999999999936,BUY_SELL_SELL
549,2023-12-17 20:09:47.948009,USDT,KEEPUSDT,0.62510000,KEEPBUSD,0.62600000,BUSDUSDT,1.00030000,200.0,200.288,0.5760000000000218,BUY_SELL_SELL
39,2023-12-17 20:09:47.940301,USDT,ETHUSDT,2211.04000000,AAVEETH,0.04617000,AAVEUSDT,102.26000000,200.0,200.285,0.5699999999999932,BUY_BUY_SELL
44,2023-12-17 20:09:47.940501,USDT,SOLUSDT,72.00000000,SOLETH,0.03262000,ETHUSDT,2211.04000000,200.0,200.285,0.5699999999999932,BUY_SELL_SELL
261,2023-12-17 20:09:47.944319,USDT,TUSDUSDT,0.99810000,PENDLETUSD,1.10500000,PENDLEUSDT,1.10480000,200.0,200.284,0.5679999999999836,BUY_BUY_SELL
718,2023-12-17 20:09:47.950144,USDT,AVAXUSDT,41.14000000,AVAXEUR,37.71000000,EURUSDT,1.09280000,200.0,200.278,0.5559999999999832,BUY_SELL_SELL
606,2023-12-17 20:09:47.948715,USDT,RGTUSDT,14.44000000,RGTBUSD,14.46000000,BUSDUSDT,1.00030000,200.0,200.277,0.5539999999999736,BUY_SELL_SELL
168,2023-12-17 20:09:47.942761,USDT,ICPUSDT,11.15200000,ICPBNB,0.04637000,BNBUSDT,240.90000000,200.0,200.272,0.5439999999999827,BUY_SELL_SELL
48,2023-12-17 20:09:47.940656,USDT,ICPUSDT,11.15200000,ICPETH,0.00505200,ETHUSDT,2211.04000000,200.0,200.266,0.5319999999999823,BUY_SELL_SELL
820,2023-12-17 20:09:47.951799,USDT,FDUSDUSDT,0.99810000,GASFDUSD,7.10400000,GASUSDT,7.10200000,200.0,200.264,0.52800000000002,BUY_BUY_SELL
47,2023-12-17 20:09:47.940632,USDT,ETHUSDT,2211.04000000,EGLDETH,0.02796000,EGLDUSDT,61.92000000,200.0,200.261,0.5219999999999914,BUY_BUY_SELL
259,2023-12-17 20:09:47.944300,USDT,MAVUSDT,0.40120000,MAVTUSD,0.40260000,TUSDUSDT,0.99810000,200.0,200.257,0.51400000000001,BUY_SELL_SELL
824,2023-12-17 20:09:47.951848,USDT,FDUSDUSDT,0.99810000,DYDXFDUSD,3.11800000,DYDXUSDT,3.11700000,200.0,200.256,0.5120000000000005,BUY_BUY_SELL
141,2023-12-17 20:09:47.942371,USDT,BNBUSDT,240.90000000,OCEANBNB,0.00209300,OCEANUSDT,0.50500000,200.0,200.256,0.5120000000000005,BUY_BUY_SELL
818,2023-12-17 20:09:47.951774,USDT,FDUSDUSDT,0.99810000,EGLDFDUSD,61.94000000,EGLDUSDT,61.92000000,200.0,200.256,0.5120000000000005,BUY_BUY_SELL
54,2023-12-17 20:09:47.940867,USDT,RUNEUSDT,5.59000000,RUNEETH,0.00253210,ETHUSDT,2211.04000000,200.0,200.24699999999999,0.49399999999997135,BUY_SELL_SELL
106,2023-12-17 20:09:47.941762,USDT,XMRUSDT,167.70000000,XMRBNB,0.69720000,BNBUSDT,240.90000000,200.0,200.245,0.4900000000000091,BUY_SELL_SELL
362,2023-12-17 20:09:47.945617,USDT,BUSDUSDT,1.00030000,BEARBUSD,11.14000000,BEARUSDT,11.16000000,200.0,200.239,0.47800000000000864,BUY_BUY_SELL
46,2023-12-17 20:09:47.940622,USDT,ATOMUSDT,11.25300000,ATOMETH,0.00509700,ETHUSDT,2211.04000000,200.0,200.236,0.47199999999998,BUY_SELL_SELL
821,2023-12-17 20:09:47.951811,USDT,FDUSDUSDT,0.99810000,OPFDUSD,2.08300000,OPUSDT,2.08200000,200.0,200.225,0.44999999999998863,BUY_BUY_SELL
523,2023-12-17 20:09:47.947549,USDT,BUSDUSDT,1.00030000,BTGBUSD,17.62000000,BTGUSDT,17.65000000,200.0,200.22,0.43999999999999767,BUY_BUY_SELL
153,2023-12-17 20:09:47.942565,USDT,AVAXUSDT,41.14000000,AVAXBNB,0.17101000,BNBUSDT,240.90000000,200.0,200.214,0.4279999999999973,BUY_SELL_SELL
231,2023-12-17 20:09:47.943919,USDT,LINKUSDT,14.09000000,LINKTUSD,14.13600000,TUSDUSDT,0.99810000,200.0,200.212,0.4239999999999782,BUY_SELL_SELL
233,2023-12-17 20:09:47.943940,USDT,TUSDUSDT,0.99810000,BCHABCTUSD,220.20000000,BCHABCUSDT,220.08000000,200.0,200.212,0.4239999999999782,BUY_BUY_SELL
270,2023-12-17 20:09:47.944441,USDT,TUSDUSDT,0.99810000,MEMETUSD,0.03103600,MEMEUSDT,0.03101900,200.0,200.21099999999998,0.42199999999996857,BUY_BUY_SELL
